Biomarker_1,Biomarker_2,Biomarker_3,AUC,Sensitivity,Specificity,NPV,PPV,Best_Threshold
MMP9,PIGR,CLIC1,0.76139,1.0,0.01667,1.0,0.5042,0.09091
MMP9,AGRIN,PIGR,0.75583,1.0,0.01667,1.0,0.5042,0.14141
KPYM,AGRIN,HSPB1,0.7452,1.0,0.01695,1.0,0.50847,0.19192
AGRIN,PERM,PIGR,0.74454,1.0,0.01667,1.0,0.49573,0.11111
AGRIN,PIGR,CLIC1,0.74,1.0,0.01667,1.0,0.5042,0.16162
PERM,PIGR,CLIC1,0.73937,1.0,0.01667,1.0,0.49573,0.08081
KPYM,AGRIN,PIGR,0.73898,1.0,0.01695,1.0,0.50847,0.18182
MMP9,AGRIN,HSPB1,0.73472,1.0,0.01667,1.0,0.5042,0.21212
AGRIN,PIGR,,0.73361,1.0,0.01667,1.0,0.5042,0.17172
AGRIN,HSPB1,,0.73333,1.0,0.01667,1.0,0.5042,0.21212
KPYM,PIGR,CLIC1,0.73249,1.0,0.01695,1.0,0.50847,0.0101
KPYM,HSPB1,TIMP2,0.72911,1.0,0.01724,1.0,0.50862,0.07071
AGRIN,HSPB1,PERM,0.72701,1.0,0.01667,1.0,0.49573,0.21212
PIGR,CLIC1,,0.72583,1.0,0.01667,1.0,0.5042,0.08081
KPYM,PIGR,TIMP2,0.72414,1.0,0.01724,1.0,0.50862,0.08081
KPYM,TIMP2,,0.72122,1.0,0.01724,1.0,0.50862,0.08081
MMP9,KPYM,PIGR,0.71977,1.0,0.01695,1.0,0.50847,0.17172
MMP9,PIGR,,0.71361,1.0,0.01667,1.0,0.5042,0.20202
MMP9,PERM,PIGR,0.71063,1.0,0.01667,1.0,0.49573,0.18182
MMP9,HSPB1,PIGR,0.70889,1.0,0.01667,1.0,0.5042,0.19192
HSPB1,PIGR,TIMP2,0.6952,1.0,0.01695,1.0,0.50427,0.10101
KPYM,PERM,PIGR,0.69492,1.0,0.01695,1.0,0.5,0.14141
MMP9,,,0.69417,1.0,0.03333,1.0,0.50847,0.51515
HSPB1,TIMP2,,0.69089,1.0,0.01695,1.0,0.50427,0.11111
PERM,,,0.68822,1.0,0.08333,1.0,0.51327,0.51515
HSPB1,PERM,PIGR,0.68649,1.0,0.01667,1.0,0.49573,0.13131
MMP9,KPYM,HSPB1,0.68503,1.0,0.01695,1.0,0.50847,0.32323
PERM,PIGR,,0.6842,1.0,0.01667,1.0,0.49573,0.14141
KPYM,,,0.67034,1.0,0.0339,1.0,0.51282,0.51515
MMP9,AGRIN,,0.66917,1.0,0.01667,1.0,0.5042,0.49495
HSPB1,,,0.66417,0,0,0,0,0.5
AGRIN,CLIC1,,0.66306,1.0,0.01667,1.0,0.5042,0.44444
TIMP2,,,0.66102,1.0,0.0339,1.0,0.50862,0.43434
KPYM,HSPB1,PERM,0.6578,1.0,0.0339,1.0,0.50435,0.34343
MMP9,HSPB1,,0.65722,1.0,0.01667,1.0,0.5042,0.34343
MMP9,HSPB1,PERM,0.6569,1.0,0.01667,1.0,0.49573,0.34343
MMP9,AGRIN,CLIC1,0.64694,1.0,0.03333,1.0,0.50847,0.44444
MMP9,KPYM,CLIC1,0.64209,1.0,0.01695,1.0,0.50847,0.0404
