Biomarker_1,Biomarker_2,AUC,Sensitivity,Specificity,NPV,PPV,Best_Threshold
MMP9_AGRIN,TIMP2_AGRIN,0.81787,1.0,0.0339,1.0,0.50862,0.0101
KPYM_HSPB1,CLIC1_TIMP2,0.81736,1.0,0.01724,1.0,0.50862,0.0101
PIGR_HSPB1,CLIC1_TIMP2,0.81729,1.0,0.01695,1.0,0.50427,0.14141
AGRIN_PIGR,TIMP2_PIGR,0.81701,1.0,0.01695,1.0,0.50427,0.08081
TIMP2_HSPB1,CLIC1_HSPB1,0.81701,1.0,0.05085,1.0,0.51304,0.0101
AGRIN_TIMP2,PERM_KPYM,0.81639,0,0,0,0,0.5
AGRIN_TIMP2,PIGR_MMP9,0.81586,1.0,0.01695,1.0,0.50427,0.48485
TIMP2_CLIC1,CLIC1_PIGR,0.81586,1.0,0.10169,1.0,0.52679,0.0101
MMP9_TIMP2,TIMP2_CLIC1,0.81528,1.0,0.08475,1.0,0.52212,0.0101
PIGR_TIMP2,TIMP2_AGRIN,0.81528,1.0,0.0339,1.0,0.50862,0.0101
AGRIN_KPYM,TIMP2_AGRIN,0.81502,1.0,0.03448,1.0,0.51304,0.0101
TIMP2_CLIC1,CLIC1_KPYM,0.81502,1.0,0.08621,1.0,0.52679,0.0101
HSPB1_MMP9,TIMP2_CLIC1,0.81471,1.0,0.0678,1.0,0.51754,0.0101
HSPB1_TIMP2,TIMP2_CLIC1,0.81471,1.0,0.08475,1.0,0.52212,0.0101
MMP9_CLIC1,CLIC1_TIMP2,0.81442,1.0,0.0339,1.0,0.50862,0.0101
TIMP2_AGRIN,CLIC1_PIGR,0.81442,1.0,0.05085,1.0,0.51304,0.0101
MMP9_PERM,CLIC1_TIMP2,0.81415,1.0,0.01695,1.0,0.49565,0.0101
PIGR_CLIC1,CLIC1_TIMP2,0.81413,1.0,0.01695,1.0,0.50427,0.0101
PERM_CLIC1,TIMP2_PERM,0.81356,1.0,0.0678,1.0,0.50893,0.0101
MMP9_AGRIN,AGRIN_TIMP2,0.8127,0.98305,0.0339,0.66667,0.50435,0.45455
TIMP2_CLIC1,CLIC1_HSPB1,0.8127,1.0,0.11864,1.0,0.53153,0.0101
AGRIN_TIMP2,CLIC1_HSPB1,0.81241,1.0,0.05085,1.0,0.51304,0.50505
AGRIN_TIMP2,HSPB1_KPYM,0.8121,1.0,0.01724,1.0,0.50862,0.35354
HSPB1_KPYM,TIMP2_AGRIN,0.8121,1.0,0.03448,1.0,0.51304,0.0101
HSPB1_CLIC1,TIMP2_CLIC1,0.81184,1.0,0.08475,1.0,0.52212,0.0101
PIGR_AGRIN,CLIC1_TIMP2,0.81184,0.98305,0.01695,0.5,0.5,0.08081
KPYM_AGRIN,CLIC1_TIMP2,0.81064,1.0,0.03448,1.0,0.51304,0.0101
AGRIN_TIMP2,TIMP2_KPYM,0.81064,1.0,0.05172,1.0,0.51754,0.0101
MMP9_AGRIN,TIMP2_CLIC1,0.80982,1.0,0.08475,1.0,0.52212,0.0101
MMP9_AGRIN,CLIC1_TIMP2,0.80982,0.98305,0.01695,0.5,0.5,0.35354
HSPB1_PERM,TIMP2_CLIC1,0.80969,1.0,0.08475,1.0,0.51351,0.0101
TIMP2_AGRIN,CLIC1_MMP9,0.80868,1.0,0.0339,1.0,0.50862,0.0101
KPYM_AGRIN,TIMP2_KPYM,0.80859,1.0,0.05172,1.0,0.51754,0.0101
MMP9_KPYM,TIMP2_AGRIN,0.80801,1.0,0.03448,1.0,0.51304,0.0101
AGRIN_PERM,CLIC1_TIMP2,0.80791,1.0,0.01695,1.0,0.49565,0.11111
AGRIN_PIGR,TIMP2_AGRIN,0.80781,1.0,0.0339,1.0,0.50862,0.0101
MMP9_KPYM,CLIC1_TIMP2,0.80771,1.0,0.01724,1.0,0.50862,0.23232
KPYM_PIGR,TIMP2_CLIC1,0.80771,1.0,0.10345,1.0,0.53153,0.0101
AGRIN_MMP9,TIMP2_MMP9,0.80724,1.0,0.01695,1.0,0.50427,0.0202
HSPB1_MMP9,TIMP2_AGRIN,0.80609,1.0,0.0339,1.0,0.50862,0.0101
PERM_CLIC1,CLIC1_TIMP2,0.80583,1.0,0.01695,1.0,0.49565,0.0101
AGRIN_PERM,TIMP2_AGRIN,0.80553,1.0,0.0339,1.0,0.5,0.0101
MMP9_TIMP2,TIMP2_AGRIN,0.80523,1.0,0.0339,1.0,0.50862,0.0101
AGRIN_MMP9,TIMP2_AGRIN,0.80408,1.0,0.0339,1.0,0.50862,0.0101
AGRIN_TIMP2,CLIC1_MMP9,0.8035,0,0,0,0,0.5
TIMP2_PERM,CLIC1_HSPB1,0.80315,1.0,0.11864,1.0,0.52294,0.0101
PIGR_TIMP2,CLIC1_TIMP2,0.80293,0.9661,0.01695,0.33333,0.49565,0.31313
HSPB1_CLIC1,CLIC1_TIMP2,0.80264,1.0,0.05085,1.0,0.51304,0.0101
TIMP2_PIGR,CLIC1_TIMP2,0.80264,1.0,0.01695,1.0,0.50427,0.27273
KPYM_CLIC1,TIMP2_PERM,0.80248,1.0,0.10345,1.0,0.52294,0.0101
PERM_PIGR,TIMP2_AGRIN,0.80226,1.0,0.05085,1.0,0.50442,0.0101
AGRIN_TIMP2,PERM_PIGR,0.80107,0,0,0,0,0.5
PIGR_KPYM,CLIC1_TIMP2,0.80099,1.0,0.01724,1.0,0.50862,0.0404
AGRIN_TIMP2,HSPB1_CLIC1,0.80063,1.0,0.0339,1.0,0.50862,0.0101
KPYM_MMP9,AGRIN_TIMP2,0.80041,0,0,0,0,0.5
TIMP2_PERM,CLIC1_MMP9,0.80018,1.0,0.08475,1.0,0.51351,0.0101
MMP9_KPYM,AGRIN_TIMP2,0.79953,1.0,0.01724,1.0,0.50862,0.25253
HSPB1_PERM,TIMP2_PERM,0.79929,1.0,0.15254,1.0,0.53271,0.0101
PIGR_MMP9,TIMP2_AGRIN,0.79862,1.0,0.0339,1.0,0.50862,0.0101
MMP9_PIGR,TIMP2_AGRIN,0.79833,1.0,0.0339,1.0,0.50862,0.0101
AGRIN_CLIC1,CLIC1_TIMP2,0.79833,1.0,0.01695,1.0,0.50427,0.0101
TIMP2_HSPB1,CLIC1_TIMP2,0.79833,1.0,0.0339,1.0,0.50862,0.0101
KPYM_MMP9,TIMP2_AGRIN,0.7969,1.0,0.03448,1.0,0.51304,0.0101
KPYM_PIGR,TIMP2_AGRIN,0.7969,1.0,0.03448,1.0,0.51304,0.0101
HSPB1_TIMP2,TIMP2_PERM,0.79631,1.0,0.08475,1.0,0.51351,0.0101
AGRIN_TIMP2,PIGR_CLIC1,0.79604,1.0,0.01695,1.0,0.50427,0.0101
TIMP2_AGRIN,CLIC1_KPYM,0.79603,1.0,0.03448,1.0,0.51304,0.0101
PERM_AGRIN,TIMP2_PERM,0.79423,1.0,0.0678,1.0,0.50893,0.0101
HSPB1_KPYM,TIMP2_KPYM,0.79398,1.0,0.06897,1.0,0.52212,0.0101
PERM_KPYM,TIMP2_KPYM,0.79341,1.0,0.08621,1.0,0.51818,0.0101
PERM_TIMP2,PIGR_CLIC1,0.79334,1.0,0.0339,1.0,0.5,0.0101
MMP9_PIGR,TIMP2_CLIC1,0.7923,1.0,0.0678,1.0,0.51754,0.0101
AGRIN_TIMP2,HSPB1_MMP9,0.7923,0,0,0,0,0.5
HSPB1_AGRIN,TIMP2_AGRIN,0.7923,1.0,0.0678,1.0,0.51754,0.0101
HSPB1_PERM,TIMP2_AGRIN,0.79156,1.0,0.05085,1.0,0.50442,0.0101
PIGR_PERM,TIMP2_KPYM,0.79129,1.0,0.05172,1.0,0.50893,0.0101
AGRIN_PERM,TIMP2_CLIC1,0.79096,1.0,0.08475,1.0,0.51351,0.0101
HSPB1_TIMP2,CLIC1_TIMP2,0.79058,0,0,0,0,0.5
HSPB1_TIMP2,CLIC1_HSPB1,0.79,1.0,0.01695,1.0,0.50427,0.50505
TIMP2_AGRIN,CLIC1_PERM,0.78977,1.0,0.0678,1.0,0.50893,0.0101
TIMP2_MMP9,CLIC1_MMP9,0.78972,1.0,0.01695,1.0,0.50427,0.0101
PIGR_CLIC1,TIMP2_PERM,0.78918,1.0,0.0678,1.0,0.50893,0.0101
AGRIN_TIMP2,TIMP2_PERM,0.78799,1.0,0.0678,1.0,0.50893,0.0101
HSPB1_PIGR,TIMP2_CLIC1,0.78799,1.0,0.10169,1.0,0.52679,0.0101
HSPB1_PIGR,TIMP2_AGRIN,0.78483,1.0,0.0339,1.0,0.50862,0.0101
KPYM_PERM,TIMP2_KPYM,0.78373,1.0,0.06897,1.0,0.51351,0.0101
HSPB1_PIGR,TIMP2_PERM,0.78263,1.0,0.13559,1.0,0.52778,0.0101
AGRIN_KPYM,TIMP2_KPYM,0.78229,1.0,0.06897,1.0,0.52212,0.0101
HSPB1_TIMP2,PIGR_PERM,0.78145,1.0,0.0678,1.0,0.50893,0.0101
AGRIN_TIMP2,PIGR_HSPB1,0.78138,1.0,0.01695,1.0,0.50427,0.15152
PERM_KPYM,TIMP2_AGRIN,0.7807,1.0,0.03448,1.0,0.50442,0.0101
PIGR_AGRIN,TIMP2_PERM,0.77996,1.0,0.05085,1.0,0.50442,0.0101
AGRIN_PIGR,TIMP2_PERM,0.77966,1.0,0.08475,1.0,0.51351,0.0101
HSPB1_CLIC1,TIMP2_KPYM,0.77937,1.0,0.01724,1.0,0.50862,0.0101
MMP9_PERM,AGRIN_TIMP2,0.77936,1.0,0.01695,1.0,0.49565,0.0101
KPYM_CLIC1,AGRIN_TIMP2,0.77908,1.0,0.05172,1.0,0.51754,0.0101
HSPB1_CLIC1,TIMP2_PERM,0.77877,1.0,0.0678,1.0,0.50893,0.0101
PERM_AGRIN,CLIC1_TIMP2,0.77877,1.0,0.01695,1.0,0.49565,0.0101
TIMP2_CLIC1,CLIC1_AGRIN,0.77708,1.0,0.11864,1.0,0.53153,0.0101
PERM_TIMP2,TIMP2_KPYM,0.77677,1.0,0.05172,1.0,0.50893,0.0101
AGRIN_MMP9,TIMP2_PERM,0.77639,1.0,0.08475,1.0,0.51351,0.0101
TIMP2_PERM,CLIC1_AGRIN,0.7755,1.0,0.13559,1.0,0.52778,0.0101
PIGR_CLIC1,TIMP2_KPYM,0.77499,1.0,0.03448,1.0,0.51304,0.0101
AGRIN_TIMP2,PERM_TIMP2,0.7749,0.98246,0.33898,0.95238,0.58947,0.50505
HSPB1_TIMP2,TIMP2_KPYM,0.7744,1.0,0.05172,1.0,0.51754,0.0101
TIMP2_CLIC1,CLIC1_PERM,0.77401,1.0,0.08475,1.0,0.51351,0.0101
KPYM_MMP9,TIMP2_PERM,0.77344,1.0,0.06897,1.0,0.51351,0.0101
PERM_CLIC1,TIMP2_KPYM,0.77193,1.0,0.03448,1.0,0.50442,0.0101
AGRIN_TIMP2,PIGR_AGRIN,0.7719,0.98305,0.01695,0.5,0.5,0.14141
PERM_TIMP2,CLIC1_PIGR,0.77134,1.0,0.13559,1.0,0.52778,0.50505
KPYM_HSPB1,AGRIN_TIMP2,0.77119,1.0,0.01724,1.0,0.50862,0.0101
MMP9_HSPB1,TIMP2_PERM,0.77074,1.0,0.0678,1.0,0.50893,0.0101
AGRIN_TIMP2,PIGR_KPYM,0.76797,1.0,0.01724,1.0,0.50862,0.05051
PERM_TIMP2,CLIC1_MMP9,0.76777,0.98246,0.30508,0.94737,0.57732,0.50505
AGRIN_TIMP2,TIMP2_HSPB1,0.7676,1.0,0.0339,1.0,0.50862,0.0101
KPYM_AGRIN,TIMP2_PERM,0.76679,1.0,0.08621,1.0,0.51818,0.0101
HSPB1_TIMP2,CLIC1_PIGR,0.7653,0.98305,0.08475,0.83333,0.51786,0.50505
PERM_HSPB1,TIMP2_PERM,0.76509,1.0,0.0678,1.0,0.50893,0.0101
PERM_TIMP2,CLIC1_HSPB1,0.76509,1.0,0.11864,1.0,0.52294,0.50505
TIMP2_KPYM,CLIC1_HSPB1,0.76505,1.0,0.05172,1.0,0.51754,0.0101
KPYM_TIMP2,TIMP2_KPYM,0.76359,1.0,0.03448,1.0,0.51304,0.0101
KPYM_HSPB1,TIMP2_KPYM,0.76271,1.0,0.03448,1.0,0.51304,0.0101
HSPB1_CLIC1,TIMP2_HSPB1,0.76271,1.0,0.0339,1.0,0.50862,0.0101
AGRIN_TIMP2,CLIC1_KPYM,0.76242,1.0,0.01724,1.0,0.50862,0.34343
AGRIN_MMP9,TIMP2_KPYM,0.76184,1.0,0.05172,1.0,0.51754,0.0101
KPYM_TIMP2,AGRIN_TIMP2,0.76125,1.0,0.01724,1.0,0.50862,0.13131
AGRIN_TIMP2,PIGR_PERM,0.76093,1.0,0.05085,1.0,0.50442,0.0101
AGRIN_TIMP2,PERM_HSPB1,0.75974,1.0,0.01695,1.0,0.49565,0.11111
AGRIN_CLIC1,TIMP2_KPYM,0.7595,1.0,0.01724,1.0,0.50862,0.0101
PIGR_PERM,CLIC1_HSPB1,0.75948,1.0,0.03333,1.0,0.5,0.0101
AGRIN_PIGR,PERM_TIMP2,0.75944,1.0,0.22034,1.0,0.5534,0.50505
KPYM_HSPB1,TIMP2_PERM,0.75832,1.0,0.06897,1.0,0.51351,0.0101
AGRIN_MMP9,PERM_TIMP2,0.75795,0.96491,0.35593,0.91304,0.5914,0.50505
KPYM_MMP9,PERM_TIMP2,0.75741,0.96491,0.2931,0.89474,0.57292,0.50505
MMP9_CLIC1,TIMP2_PERM,0.75706,1.0,0.08475,1.0,0.51351,0.0101
PIGR_HSPB1,TIMP2_PERM,0.75706,1.0,0.0678,1.0,0.50893,0.0101
HSPB1_AGRIN,TIMP2_CLIC1,0.75639,1.0,0.08475,1.0,0.52212,0.0101
HSPB1_MMP9,TIMP2_PERM,0.75617,1.0,0.0678,1.0,0.50893,0.0101
AGRIN_TIMP2,PIGR_TIMP2,0.7561,0,0,0,0,0.5
AGRIN_HSPB1,TIMP2_HSPB1,0.75582,1.0,0.01695,1.0,0.50427,0.0101
AGRIN_TIMP2,CLIC1_TIMP2,0.75582,0.98305,0.01695,0.5,0.5,0.38384
PIGR_KPYM,TIMP2_PERM,0.7556,1.0,0.06897,1.0,0.51351,0.0101
MMP9_TIMP2,AGRIN_TIMP2,0.75553,0,0,0,0,0.5
MMP9_CLIC1,TIMP2_KPYM,0.75453,1.0,0.03448,1.0,0.51304,0.0101
PERM_TIMP2,PIGR_TIMP2,0.75439,0.98246,0.01695,0.5,0.49123,0.44444
KPYM_PERM,TIMP2_PERM,0.75348,1.0,0.08621,1.0,0.51818,0.0101
PIGR_AGRIN,TIMP2_KPYM,0.75307,1.0,0.03448,1.0,0.51304,0.0101
KPYM_TIMP2,TIMP2_PERM,0.75227,1.0,0.06897,1.0,0.51351,0.0101
KPYM_PIGR,TIMP2_PERM,0.75197,1.0,0.08621,1.0,0.51818,0.0101
TIMP2_PERM,CLIC1_KPYM,0.75136,1.0,0.08621,1.0,0.51818,0.0101
MMP9_PERM,TIMP2_KPYM,0.75106,1.0,0.03448,1.0,0.50442,0.0101
HSPB1_KPYM,PERM_TIMP2,0.75106,0.98246,0.01724,0.5,0.49558,0.41414
AGRIN_CLIC1,TIMP2_PERM,0.75082,1.0,0.0678,1.0,0.50893,0.0101
TIMP2_KPYM,CLIC1_MMP9,0.74985,1.0,0.05172,1.0,0.51754,0.0101
TIMP2_HSPB1,CLIC1_MMP9,0.7495,1.0,0.0339,1.0,0.50862,0.0101
HSPB1_CLIC1,PERM_TIMP2,0.74874,1.0,0.0339,1.0,0.5,0.0101
PERM_PIGR,TIMP2_HSPB1,0.74874,1.0,0.0339,1.0,0.5,0.0101
AGRIN_KPYM,TIMP2_PERM,0.74864,1.0,0.06897,1.0,0.51351,0.0101
TIMP2_KPYM,CLIC1_PIGR,0.74839,1.0,0.05172,1.0,0.51754,0.0101
MMP9_KPYM,TIMP2_PERM,0.74743,1.0,0.06897,1.0,0.51351,0.0101
PERM_MMP9,TIMP2_PERM,0.74576,1.0,0.0678,1.0,0.50893,0.0101
PERM_TIMP2,TIMP2_HSPB1,0.74547,1.0,0.0339,1.0,0.5,0.0101
MMP9_CLIC1,PERM_TIMP2,0.74517,1.0,0.0339,1.0,0.5,0.0101
AGRIN_TIMP2,CLIC1_PIGR,0.74461,0,0,0,0,0.5
AGRIN_PIGR,TIMP2_KPYM,0.74459,1.0,0.05172,1.0,0.51754,0.0101
PERM_TIMP2,,0.74398,0,0,0,0,0.5
TIMP2_PERM,,0.74398,1.0,0.0678,1.0,0.50893,0.0101
PERM_TIMP2,TIMP2_PERM,0.74398,1.0,0.0678,1.0,0.50893,0.0101
HSPB1_TIMP2,CLIC1_MMP9,0.74375,0.98305,0.13559,0.88889,0.53211,0.50505
AGRIN_HSPB1,TIMP2_PERM,0.74338,1.0,0.0678,1.0,0.50893,0.0101
HSPB1_TIMP2,PERM_PIGR,0.74309,0.98246,0.10169,0.85714,0.51376,0.50505
PERM_TIMP2,PIGR_MMP9,0.74279,1.0,0.01695,1.0,0.49565,0.49495
AGRIN_PIGR,HSPB1_TIMP2,0.74232,0.98305,0.10169,0.85714,0.52252,0.50505
HSPB1_TIMP2,PIGR_CLIC1,0.74232,1.0,0.01695,1.0,0.50427,0.0101
PERM_TIMP2,PIGR_KPYM,0.74198,1.0,0.01724,1.0,0.5,0.05051
PERM_PIGR,TIMP2_PERM,0.7419,1.0,0.0678,1.0,0.50893,0.0101
HSPB1_MMP9,PERM_TIMP2,0.74101,0.96491,0.32203,0.90476,0.57895,0.50505
PIGR_PERM,TIMP2_PERM,0.73982,1.0,0.0678,1.0,0.50893,0.0101
PERM_MMP9,TIMP2_KPYM,0.73956,1.0,0.05172,1.0,0.50893,0.0101
PERM_AGRIN,TIMP2_KPYM,0.73956,1.0,0.03448,1.0,0.50442,0.0101
