Biomarker_1,Biomarker_2,Biomarker_3,Biomarker_4,AUC,Sensitivity,Specificity,NPV,PPV,Best_Threshold
ADIPOQ_KPYM,TIMP-2_ADIPOQ,KPYM_TIMP-2,,0.77701,1.0,0.01961,1.0,0.50495,0.0202
MMP9_HSPB1,ADIPOQ_MMP9,TIMP-2_MMP9,,0.777,1.0,0.04255,1.0,0.53608,0.0101
MMP9_HSPB1,ADIPOQ_MMP9,TIMP-2_HSPB1,AGRIN_MMP9,0.777,1.0,0.04255,1.0,0.53608,0.0202
HSPB1_MMP9,TIMP-2_HSPB1,AGRIN_TIMP-2,KPYM_TIMP-2,0.77699,1.0,0.02041,1.0,0.53398,0.0404
HSPB1_AGRIN,TIMP-2_MMP9,AGRIN_HSPB1,KPYM_HSPB1,0.77699,1.0,0.04082,1.0,0.53922,0.0101
MMP9_HSPB1,HSPB1_TIMP-2,PERM_HSPB1,ADIPOQ_MMP9,0.77696,1.0,0.02326,1.0,0.51163,0.0101
MMP9_HSPB1,HSPB1_TIMP-2,PERM_ADIPOQ,ADIPOQ_MMP9,0.77696,1.0,0.04651,1.0,0.51765,0.0101
MMP9_HSPB1,HSPB1_TIMP-2,ADIPOQ_PERM,AGRIN_TIMP-2,0.77696,1.0,0.02326,1.0,0.51163,0.0404
MMP9_TIMP-2,HSPB1_PERM,TIMP-2_ADIPOQ,AGRIN_TIMP-2,0.77696,1.0,0.02326,1.0,0.51163,0.07071
MMP9_TIMP-2,HSPB1_TIMP-2,PERM_MMP9,ADIPOQ_MMP9,0.77696,1.0,0.04651,1.0,0.51765,0.0202
HSPB1_MMP9,PERM_HSPB1,ADIPOQ_AGRIN,TIMP-2_PERM,0.77696,1.0,0.13953,1.0,0.54321,0.0101
PERM_AGRIN,TIMP-2_ADIPOQ,AGRIN_TIMP-2,KPYM_AGRIN,0.77693,1.0,0.02041,1.0,0.47253,0.0202
MMP9_HSPB1,TIMP-2_PERM,AGRIN_MMP9,,0.77685,1.0,0.13333,1.0,0.55172,0.0101
MMP9_PERM,HSPB1_AGRIN,PERM_TIMP-2,TIMP-2_MMP9,0.77685,1.0,0.04444,1.0,0.52747,0.0101
MMP9_AGRIN,HSPB1_TIMP-2,PERM_TIMP-2,TIMP-2_PERM,0.77685,1.0,0.08889,1.0,0.53933,0.0101
HSPB1_PERM,PERM_MMP9,TIMP-2_HSPB1,AGRIN_TIMP-2,0.77685,1.0,0.02222,1.0,0.52174,0.06061
PERM_AGRIN,ADIPOQ_KPYM,TIMP-2_KPYM,,0.77684,1.0,0.10638,1.0,0.50588,0.0101
MMP9_PERM,PERM_HSPB1,TIMP-2_KPYM,KPYM_AGRIN,0.77684,1.0,0.02326,1.0,0.52809,0.0303
MMP9_PERM,ADIPOQ_PERM,TIMP-2_ADIPOQ,KPYM_PERM,0.77684,1.0,0.06383,1.0,0.49425,0.06061
MMP9_TIMP-2,HSPB1_KPYM,PERM_MMP9,TIMP-2_MMP9,0.77684,1.0,0.02326,1.0,0.52809,0.0101
MMP9_AGRIN,PERM_AGRIN,ADIPOQ_AGRIN,KPYM_TIMP-2,0.77684,1.0,0.02128,1.0,0.48315,0.09091
MMP9_AGRIN,ADIPOQ_PERM,TIMP-2_MMP9,KPYM_AGRIN,0.77684,1.0,0.04255,1.0,0.48864,0.0101
ADIPOQ_PERM,TIMP-2_ADIPOQ,AGRIN_KPYM,KPYM_AGRIN,0.77684,1.0,0.04255,1.0,0.48864,0.0202
HSPB1_AGRIN,PERM_HSPB1,TIMP-2_MMP9,KPYM_HSPB1,0.77683,1.0,0.04444,1.0,0.52222,0.0101
MMP9_TIMP-2,PERM_KPYM,AGRIN_PERM,KPYM_AGRIN,0.77682,1.0,0.02128,1.0,0.50538,0.07071
MMP9_TIMP-2,PERM_KPYM,AGRIN_KPYM,KPYM_AGRIN,0.77682,1.0,0.02128,1.0,0.50538,0.07071
MMP9_PERM,PERM_MMP9,AGRIN_PERM,KPYM_TIMP-2,0.77681,1.0,0.04082,1.0,0.5,0.05051
HSPB1_ADIPOQ,TIMP-2_AGRIN,AGRIN_KPYM,,0.7768,1.0,0.04255,1.0,0.53125,0.0101
MMP9_TIMP-2,HSPB1_MMP9,ADIPOQ_HSPB1,KPYM_ADIPOQ,0.7768,1.0,0.02128,1.0,0.52577,0.05051
MMP9_TIMP-2,HSPB1_MMP9,ADIPOQ_AGRIN,KPYM_AGRIN,0.7768,1.0,0.02128,1.0,0.52577,0.08081
MMP9_TIMP-2,HSPB1_ADIPOQ,ADIPOQ_MMP9,KPYM_ADIPOQ,0.7768,1.0,0.04255,1.0,0.53125,0.0202
MMP9_AGRIN,HSPB1_MMP9,TIMP-2_HSPB1,KPYM_ADIPOQ,0.7768,1.0,0.02128,1.0,0.52577,0.0202
MMP9_AGRIN,ADIPOQ_AGRIN,AGRIN_TIMP-2,KPYM_HSPB1,0.7768,1.0,0.02128,1.0,0.52577,0.07071
HSPB1_AGRIN,ADIPOQ_KPYM,AGRIN_TIMP-2,KPYM_HSPB1,0.7768,0.98039,0.02128,0.5,0.52083,0.11111
HSPB1_PERM,PERM_ADIPOQ,ADIPOQ_HSPB1,TIMP-2_ADIPOQ,0.77677,1.0,0.04444,1.0,0.50575,0.0101
HSPB1_PERM,ADIPOQ_PERM,TIMP-2_ADIPOQ,AGRIN_HSPB1,0.77677,1.0,0.02222,1.0,0.5,0.0202
HSPB1_ADIPOQ,PERM_TIMP-2,TIMP-2_ADIPOQ,AGRIN_PERM,0.77677,1.0,0.04444,1.0,0.50575,0.0101
HSPB1_ADIPOQ,PERM_AGRIN,TIMP-2_ADIPOQ,AGRIN_TIMP-2,0.77677,1.0,0.02222,1.0,0.5,0.0202
HSPB1_AGRIN,PERM_TIMP-2,TIMP-2_ADIPOQ,AGRIN_PERM,0.77677,1.0,0.04444,1.0,0.50575,0.0404
PERM_ADIPOQ,ADIPOQ_PERM,TIMP-2_ADIPOQ,AGRIN_HSPB1,0.77677,1.0,0.02222,1.0,0.5,0.0101
PERM_ADIPOQ,ADIPOQ_TIMP-2,TIMP-2_ADIPOQ,AGRIN_HSPB1,0.77677,1.0,0.02222,1.0,0.5,0.0101
MMP9_KPYM,HSPB1_ADIPOQ,TIMP-2_ADIPOQ,,0.77674,1.0,0.02273,1.0,0.54255,0.0404
MMP9_TIMP-2,PERM_MMP9,TIMP-2_ADIPOQ,AGRIN_KPYM,0.77674,1.0,0.02222,1.0,0.49425,0.07071
MMP9_AGRIN,PERM_MMP9,TIMP-2_KPYM,KPYM_ADIPOQ,0.77674,1.0,0.04444,1.0,0.5,0.0101
MMP9_AGRIN,PERM_ADIPOQ,TIMP-2_KPYM,AGRIN_PERM,0.77674,1.0,0.04444,1.0,0.5,0.0101
MMP9_AGRIN,PERM_TIMP-2,ADIPOQ_MMP9,AGRIN_KPYM,0.77674,1.0,0.02222,1.0,0.49425,0.0202
MMP9_KPYM,ADIPOQ_PERM,AGRIN_TIMP-2,KPYM_TIMP-2,0.77674,1.0,0.02222,1.0,0.49425,0.0202
MMP9_KPYM,ADIPOQ_KPYM,TIMP-2_PERM,KPYM_MMP9,0.77674,1.0,0.17778,1.0,0.5375,0.0101
HSPB1_PERM,PERM_TIMP-2,ADIPOQ_PERM,KPYM_TIMP-2,0.77674,1.0,0.02222,1.0,0.49425,0.05051
HSPB1_PERM,ADIPOQ_PERM,AGRIN_TIMP-2,KPYM_ADIPOQ,0.77674,1.0,0.02222,1.0,0.49425,0.0303
HSPB1_TIMP-2,ADIPOQ_PERM,AGRIN_TIMP-2,KPYM_AGRIN,0.77674,1.0,0.02222,1.0,0.49425,0.0303
HSPB1_AGRIN,PERM_TIMP-2,ADIPOQ_PERM,KPYM_TIMP-2,0.77674,1.0,0.04444,1.0,0.5,0.07071
HSPB1_AGRIN,PERM_TIMP-2,TIMP-2_ADIPOQ,KPYM_HSPB1,0.77674,1.0,0.02222,1.0,0.49425,0.0303
HSPB1_AGRIN,ADIPOQ_PERM,AGRIN_ADIPOQ,KPYM_TIMP-2,0.77674,1.0,0.02222,1.0,0.49425,0.06061
TIMP-2_AGRIN,AGRIN_KPYM,KPYM_MMP9,,0.77673,1.0,0.04,1.0,0.53398,0.0101
MMP9_AGRIN,HSPB1_KPYM,TIMP-2_KPYM,,0.77668,1.0,0.02174,1.0,0.55,0.0303
PERM_KPYM,ADIPOQ_HSPB1,TIMP-2_AGRIN,,0.77664,1.0,0.04651,1.0,0.5119,0.0101
MMP9_PERM,ADIPOQ_PERM,AGRIN_HSPB1,KPYM_TIMP-2,0.77664,1.0,0.02326,1.0,0.50588,0.05051
HSPB1_MMP9,PERM_TIMP-2,ADIPOQ_AGRIN,KPYM_TIMP-2,0.77664,1.0,0.02326,1.0,0.50588,0.08081
HSPB1_PERM,ADIPOQ_KPYM,AGRIN_TIMP-2,KPYM_ADIPOQ,0.77664,1.0,0.02326,1.0,0.50588,0.11111
HSPB1_TIMP-2,PERM_TIMP-2,ADIPOQ_MMP9,KPYM_HSPB1,0.77664,1.0,0.04651,1.0,0.5119,0.0101
PERM_HSPB1,ADIPOQ_PERM,TIMP-2_AGRIN,KPYM_MMP9,0.77664,1.0,0.02326,1.0,0.50588,0.0101
PERM_ADIPOQ,ADIPOQ_MMP9,AGRIN_TIMP-2,KPYM_HSPB1,0.77664,1.0,0.02326,1.0,0.50588,0.0101
PERM_KPYM,ADIPOQ_PERM,TIMP-2_HSPB1,KPYM_TIMP-2,0.77664,1.0,0.02326,1.0,0.50588,0.0404
ADIPOQ_PERM,TIMP-2_MMP9,,,0.7766,1.0,0.04255,1.0,0.49438,0.0101
MMP9_PERM,PERM_TIMP-2,ADIPOQ_PERM,AGRIN_TIMP-2,0.7766,1.0,0.02128,1.0,0.48889,0.0202
MMP9_ADIPOQ,PERM_MMP9,ADIPOQ_MMP9,TIMP-2_ADIPOQ,0.7766,1.0,0.04255,1.0,0.49438,0.0303
MMP9_TIMP-2,PERM_MMP9,TIMP-2_ADIPOQ,AGRIN_TIMP-2,0.7766,0.97727,0.02128,0.5,0.48315,0.06061
MMP9_TIMP-2,ADIPOQ_KPYM,AGRIN_KPYM,,0.77655,1.0,0.02083,1.0,0.52041,0.05051
HSPB1_MMP9,ADIPOQ_PERM,TIMP-2_KPYM,,0.77652,1.0,0.02439,1.0,0.51807,0.14141
HSPB1_MMP9,ADIPOQ_KPYM,TIMP-2_PERM,,0.77652,1.0,0.14634,1.0,0.55128,0.0101
MMP9_PERM,HSPB1_PERM,ADIPOQ_TIMP-2,TIMP-2_KPYM,0.77652,1.0,0.02439,1.0,0.51807,0.0202
MMP9_PERM,HSPB1_ADIPOQ,TIMP-2_KPYM,AGRIN_MMP9,0.77652,1.0,0.04878,1.0,0.52439,0.06061
MMP9_PERM,HSPB1_KPYM,ADIPOQ_AGRIN,TIMP-2_MMP9,0.77652,1.0,0.04878,1.0,0.52439,0.0101
MMP9_TIMP-2,HSPB1_PERM,ADIPOQ_KPYM,KPYM_AGRIN,0.77652,1.0,0.02439,1.0,0.51807,0.07071
MMP9_TIMP-2,HSPB1_AGRIN,PERM_KPYM,TIMP-2_ADIPOQ,0.77652,1.0,0.02439,1.0,0.51807,0.08081
MMP9_TIMP-2,PERM_KPYM,ADIPOQ_TIMP-2,KPYM_HSPB1,0.77652,1.0,0.02439,1.0,0.51807,0.06061
MMP9_KPYM,HSPB1_TIMP-2,PERM_TIMP-2,ADIPOQ_MMP9,0.77652,1.0,0.07317,1.0,0.53086,0.0202
MMP9_KPYM,PERM_ADIPOQ,TIMP-2_PERM,KPYM_HSPB1,0.77652,1.0,0.04878,1.0,0.52439,0.0101
HSPB1_MMP9,PERM_MMP9,ADIPOQ_KPYM,TIMP-2_PERM,0.77652,1.0,0.14634,1.0,0.55128,0.0101
HSPB1_MMP9,PERM_HSPB1,ADIPOQ_AGRIN,TIMP-2_KPYM,0.77652,1.0,0.04878,1.0,0.52439,0.0303
HSPB1_MMP9,PERM_AGRIN,ADIPOQ_KPYM,TIMP-2_PERM,0.77652,1.0,0.12195,1.0,0.5443,0.0101
HSPB1_AGRIN,ADIPOQ_MMP9,TIMP-2_KPYM,AGRIN_PERM,0.77652,1.0,0.02439,1.0,0.51807,0.0101
PERM_HSPB1,ADIPOQ_PERM,TIMP-2_MMP9,AGRIN_KPYM,0.77652,1.0,0.04878,1.0,0.52439,0.0101
PERM_HSPB1,ADIPOQ_KPYM,TIMP-2_MMP9,AGRIN_HSPB1,0.77652,1.0,0.04878,1.0,0.52439,0.0101
PERM_HSPB1,ADIPOQ_KPYM,TIMP-2_MMP9,KPYM_AGRIN,0.77652,1.0,0.04878,1.0,0.52439,0.0101
PERM_KPYM,ADIPOQ_MMP9,TIMP-2_MMP9,KPYM_HSPB1,0.77652,1.0,0.04878,1.0,0.52439,0.0101
TIMP-2_HSPB1,AGRIN_ADIPOQ,KPYM_HSPB1,,0.77647,1.0,0.02,1.0,0.51,0.0101
TIMP-2_ADIPOQ,AGRIN_HSPB1,KPYM_TIMP-2,,0.77647,0.98039,0.02,0.5,0.50505,0.0303
ADIPOQ_AGRIN,TIMP-2_HSPB1,AGRIN_ADIPOQ,KPYM_TIMP-2,0.77647,1.0,0.02,1.0,0.51,0.07071
ADIPOQ_AGRIN,TIMP-2_HSPB1,AGRIN_TIMP-2,KPYM_ADIPOQ,0.77647,1.0,0.02,1.0,0.51,0.0404
ADIPOQ_AGRIN,TIMP-2_PERM,KPYM_AGRIN,,0.77646,1.0,0.08163,1.0,0.48864,0.0101
MMP9_HSPB1,PERM_ADIPOQ,ADIPOQ_AGRIN,TIMP-2_ADIPOQ,0.77643,1.0,0.02326,1.0,0.51163,0.0202
MMP9_HSPB1,PERM_TIMP-2,ADIPOQ_PERM,AGRIN_TIMP-2,0.77643,1.0,0.04651,1.0,0.51765,0.0404
MMP9_PERM,HSPB1_PERM,ADIPOQ_HSPB1,TIMP-2_AGRIN,0.77643,1.0,0.02326,1.0,0.51163,0.0101
MMP9_PERM,PERM_ADIPOQ,ADIPOQ_HSPB1,TIMP-2_MMP9,0.77643,1.0,0.04651,1.0,0.51765,0.0101
MMP9_TIMP-2,HSPB1_PERM,PERM_TIMP-2,TIMP-2_ADIPOQ,0.77643,1.0,0.04651,1.0,0.51765,0.08081
MMP9_TIMP-2,PERM_TIMP-2,TIMP-2_HSPB1,AGRIN_ADIPOQ,0.77643,1.0,0.02326,1.0,0.51163,0.08081
MMP9_AGRIN,HSPB1_TIMP-2,ADIPOQ_PERM,TIMP-2_ADIPOQ,0.77643,1.0,0.02326,1.0,0.51163,0.0101
MMP9_AGRIN,HSPB1_AGRIN,PERM_ADIPOQ,TIMP-2_PERM,0.77643,1.0,0.06977,1.0,0.52381,0.0101
HSPB1_PERM,PERM_MMP9,TIMP-2_ADIPOQ,AGRIN_TIMP-2,0.77643,1.0,0.04651,1.0,0.51765,0.07071
PERM_ADIPOQ,ADIPOQ_MMP9,TIMP-2_ADIPOQ,AGRIN_HSPB1,0.77643,1.0,0.02326,1.0,0.51163,0.0303
MMP9_ADIPOQ,AGRIN_TIMP-2,,,0.7764,1.0,0.05882,1.0,0.52,0.53535
HSPB1_MMP9,AGRIN_ADIPOQ,KPYM_TIMP-2,,0.77639,1.0,0.02128,1.0,0.52577,0.06061
MMP9_HSPB1,HSPB1_AGRIN,TIMP-2_PERM,AGRIN_MMP9,0.77639,1.0,0.13333,1.0,0.55172,0.0101
MMP9_HSPB1,ADIPOQ_AGRIN,TIMP-2_ADIPOQ,KPYM_AGRIN,0.77639,1.0,0.02128,1.0,0.52577,0.0404
MMP9_PERM,HSPB1_TIMP-2,PERM_MMP9,AGRIN_HSPB1,0.77639,1.0,0.02222,1.0,0.52174,0.0404
MMP9_TIMP-2,HSPB1_ADIPOQ,ADIPOQ_MMP9,KPYM_HSPB1,0.77639,1.0,0.04255,1.0,0.53125,0.0202
MMP9_AGRIN,HSPB1_MMP9,TIMP-2_PERM,AGRIN_MMP9,0.77639,1.0,0.15556,1.0,0.55814,0.0101
MMP9_AGRIN,HSPB1_TIMP-2,ADIPOQ_AGRIN,KPYM_HSPB1,0.77639,1.0,0.02128,1.0,0.52577,0.07071
MMP9_AGRIN,HSPB1_TIMP-2,ADIPOQ_AGRIN,KPYM_TIMP-2,0.77639,1.0,0.02128,1.0,0.52577,0.08081
MMP9_AGRIN,HSPB1_AGRIN,PERM_AGRIN,TIMP-2_PERM,0.77639,1.0,0.04444,1.0,0.52747,0.0101
HSPB1_MMP9,ADIPOQ_AGRIN,TIMP-2_HSPB1,KPYM_ADIPOQ,0.77639,1.0,0.02128,1.0,0.52577,0.0303
HSPB1_ADIPOQ,TIMP-2_HSPB1,AGRIN_MMP9,KPYM_TIMP-2,0.77639,1.0,0.02128,1.0,0.52577,0.06061
HSPB1_KPYM,ADIPOQ_TIMP-2,TIMP-2_ADIPOQ,KPYM_TIMP-2,0.77639,1.0,0.02128,1.0,0.52577,0.0303
HSPB1_KPYM,ADIPOQ_KPYM,TIMP-2_KPYM,KPYM_ADIPOQ,0.77639,1.0,0.08511,1.0,0.54255,0.0101
ADIPOQ_KPYM,TIMP-2_HSPB1,AGRIN_TIMP-2,KPYM_AGRIN,0.77639,1.0,0.02128,1.0,0.52577,0.08081
PERM_KPYM,TIMP-2_PERM,AGRIN_KPYM,,0.77638,1.0,0.08163,1.0,0.51087,0.0101
MMP9_KPYM,AGRIN_TIMP-2,KPYM_MMP9,,0.77636,1.0,0.02,1.0,0.52885,0.0404
HSPB1_PERM,TIMP-2_KPYM,AGRIN_HSPB1,,0.77636,1.0,0.04444,1.0,0.52222,0.0202
MMP9_AGRIN,TIMP-2_KPYM,AGRIN_MMP9,KPYM_TIMP-2,0.77636,1.0,0.04,1.0,0.53398,0.0101
HSPB1_PERM,PERM_KPYM,TIMP-2_AGRIN,AGRIN_KPYM,0.77636,1.0,0.06667,1.0,0.52809,0.0101
HSPB1_AGRIN,TIMP-2_KPYM,AGRIN_PERM,KPYM_TIMP-2,0.77636,1.0,0.02222,1.0,0.51648,0.0404
PERM_MMP9,TIMP-2_PERM,AGRIN_HSPB1,KPYM_AGRIN,0.77636,1.0,0.04444,1.0,0.52222,0.0101
MMP9_HSPB1,TIMP-2_KPYM,AGRIN_PERM,KPYM_MMP9,0.77635,1.0,0.02326,1.0,0.52809,0.0303
MMP9_PERM,HSPB1_KPYM,AGRIN_TIMP-2,KPYM_MMP9,0.77635,1.0,0.02326,1.0,0.52809,0.08081
MMP9_PERM,PERM_AGRIN,TIMP-2_KPYM,AGRIN_HSPB1,0.77635,1.0,0.02326,1.0,0.52809,0.0202
MMP9_PERM,ADIPOQ_MMP9,AGRIN_TIMP-2,KPYM_ADIPOQ,0.77635,1.0,0.02128,1.0,0.48315,0.0202
MMP9_PERM,ADIPOQ_MMP9,AGRIN_TIMP-2,KPYM_AGRIN,0.77635,1.0,0.02128,1.0,0.48315,0.0202
MMP9_TIMP-2,HSPB1_PERM,PERM_KPYM,KPYM_AGRIN,0.77635,1.0,0.04651,1.0,0.53409,0.11111
MMP9_TIMP-2,HSPB1_KPYM,PERM_AGRIN,KPYM_PERM,0.77635,1.0,0.02326,1.0,0.52809,0.12121
MMP9_TIMP-2,PERM_KPYM,TIMP-2_HSPB1,KPYM_AGRIN,0.77635,1.0,0.02326,1.0,0.52809,0.10101
MMP9_AGRIN,PERM_MMP9,TIMP-2_KPYM,AGRIN_HSPB1,0.77635,1.0,0.02326,1.0,0.52809,0.0202
HSPB1_TIMP-2,PERM_AGRIN,TIMP-2_KPYM,KPYM_MMP9,0.77635,1.0,0.02326,1.0,0.52809,0.06061
PERM_MMP9,ADIPOQ_MMP9,AGRIN_TIMP-2,KPYM_PERM,0.77635,1.0,0.02128,1.0,0.48315,0.0202
PERM_MMP9,ADIPOQ_TIMP-2,AGRIN_PERM,KPYM_TIMP-2,0.77635,1.0,0.02128,1.0,0.48315,0.07071
PERM_TIMP-2,ADIPOQ_MMP9,AGRIN_TIMP-2,KPYM_MMP9,0.77635,1.0,0.02128,1.0,0.48315,0.0101
PERM_TIMP-2,ADIPOQ_KPYM,AGRIN_TIMP-2,KPYM_AGRIN,0.77635,1.0,0.02128,1.0,0.48315,0.06061
PERM_TIMP-2,TIMP-2_ADIPOQ,AGRIN_MMP9,KPYM_TIMP-2,0.77635,1.0,0.04255,1.0,0.48864,0.08081
PERM_AGRIN,ADIPOQ_KPYM,TIMP-2_KPYM,KPYM_PERM,0.77635,1.0,0.10638,1.0,0.50588,0.0101
ADIPOQ_MMP9,TIMP-2_PERM,AGRIN_MMP9,KPYM_MMP9,0.77635,1.0,0.14894,1.0,0.51807,0.0101
ADIPOQ_PERM,TIMP-2_ADIPOQ,AGRIN_KPYM,KPYM_PERM,0.77635,1.0,0.04255,1.0,0.48864,0.0202
MMP9_HSPB1,HSPB1_TIMP-2,TIMP-2_ADIPOQ,AGRIN_KPYM,0.77629,0.98039,0.02273,0.5,0.53763,0.10101
MMP9_ADIPOQ,HSPB1_ADIPOQ,ADIPOQ_KPYM,AGRIN_TIMP-2,0.77629,1.0,0.02273,1.0,0.54255,0.08081
MMP9_TIMP-2,HSPB1_KPYM,ADIPOQ_MMP9,KPYM_MMP9,0.77629,1.0,0.06818,1.0,0.55435,0.0404
MMP9_AGRIN,HSPB1_MMP9,TIMP-2_KPYM,KPYM_AGRIN,0.77628,1.0,0.04348,1.0,0.55556,0.0404
PERM_AGRIN,ADIPOQ_HSPB1,TIMP-2_PERM,AGRIN_HSPB1,0.77626,1.0,0.06667,1.0,0.51163,0.0101
ADIPOQ_MMP9,TIMP-2_ADIPOQ,AGRIN_MMP9,KPYM_MMP9,0.77624,1.0,0.01961,1.0,0.50495,0.0303
ADIPOQ_PERM,TIMP-2_MMP9,AGRIN_KPYM,,0.77623,1.0,0.04444,1.0,0.5,0.0101
MMP9_PERM,PERM_AGRIN,ADIPOQ_PERM,TIMP-2_KPYM,0.77623,1.0,0.04444,1.0,0.5,0.0101
MMP9_PERM,PERM_KPYM,TIMP-2_ADIPOQ,AGRIN_TIMP-2,0.77623,1.0,0.04444,1.0,0.5,0.0202
MMP9_PERM,ADIPOQ_PERM,TIMP-2_KPYM,KPYM_ADIPOQ,0.77623,1.0,0.04444,1.0,0.5,0.0101
MMP9_PERM,ADIPOQ_AGRIN,TIMP-2_KPYM,KPYM_ADIPOQ,0.77623,1.0,0.04444,1.0,0.5,0.0101
MMP9_TIMP-2,PERM_KPYM,ADIPOQ_MMP9,AGRIN_PERM,0.77623,1.0,0.04444,1.0,0.5,0.0303
MMP9_KPYM,PERM_ADIPOQ,ADIPOQ_KPYM,TIMP-2_ADIPOQ,0.77623,1.0,0.02222,1.0,0.49425,0.0202
MMP9_KPYM,PERM_TIMP-2,ADIPOQ_PERM,AGRIN_TIMP-2,0.77623,1.0,0.02222,1.0,0.49425,0.0202
HSPB1_ADIPOQ,PERM_MMP9,ADIPOQ_PERM,AGRIN_HSPB1,0.77623,1.0,0.02326,1.0,0.51724,0.0303
HSPB1_TIMP-2,PERM_HSPB1,ADIPOQ_PERM,KPYM_HSPB1,0.77623,1.0,0.02222,1.0,0.49425,0.05051
HSPB1_TIMP-2,TIMP-2_ADIPOQ,AGRIN_PERM,KPYM_TIMP-2,0.77623,1.0,0.02222,1.0,0.49425,0.0303
HSPB1_TIMP-2,ADIPOQ_MMP9,AGRIN_MMP9,,0.77619,1.0,0.04255,1.0,0.53608,0.0101
MMP9_TIMP-2,HSPB1_AGRIN,ADIPOQ_HSPB1,TIMP-2_HSPB1,0.77619,1.0,0.02128,1.0,0.53061,0.07071
MMP9_TIMP-2,HSPB1_AGRIN,ADIPOQ_TIMP-2,TIMP-2_HSPB1,0.77619,1.0,0.04255,1.0,0.53608,0.05051
PERM_TIMP-2,ADIPOQ_MMP9,AGRIN_TIMP-2,,0.77611,1.0,0.06383,1.0,0.5,0.0202
MMP9_TIMP-2,PERM_MMP9,TIMP-2_ADIPOQ,AGRIN_PERM,0.77611,1.0,0.02128,1.0,0.48889,0.05051
MMP9_AGRIN,PERM_TIMP-2,TIMP-2_ADIPOQ,AGRIN_PERM,0.77611,1.0,0.02128,1.0,0.48889,0.0202
PERM_ADIPOQ,TIMP-2_MMP9,KPYM_HSPB1,,0.7761,1.0,0.04651,1.0,0.5119,0.0101
ADIPOQ_MMP9,TIMP-2_PERM,KPYM_HSPB1,,0.7761,1.0,0.06977,1.0,0.51807,0.0101
MMP9_HSPB1,ADIPOQ_MMP9,TIMP-2_PERM,KPYM_HSPB1,0.7761,1.0,0.09302,1.0,0.52439,0.0101
MMP9_HSPB1,TIMP-2_ADIPOQ,AGRIN_TIMP-2,KPYM_PERM,0.7761,1.0,0.02326,1.0,0.50588,0.0202
MMP9_AGRIN,PERM_HSPB1,ADIPOQ_PERM,KPYM_TIMP-2,0.7761,1.0,0.04651,1.0,0.5119,0.06061
HSPB1_MMP9,PERM_AGRIN,TIMP-2_ADIPOQ,KPYM_TIMP-2,0.7761,1.0,0.02326,1.0,0.50588,0.07071
HSPB1_MMP9,ADIPOQ_TIMP-2,TIMP-2_AGRIN,KPYM_PERM,0.7761,1.0,0.02326,1.0,0.50588,0.0101
HSPB1_MMP9,ADIPOQ_AGRIN,TIMP-2_PERM,KPYM_AGRIN,0.7761,1.0,0.13953,1.0,0.5375,0.0101
HSPB1_PERM,PERM_MMP9,TIMP-2_HSPB1,KPYM_ADIPOQ,0.7761,1.0,0.02326,1.0,0.50588,0.11111
HSPB1_ADIPOQ,PERM_AGRIN,ADIPOQ_PERM,TIMP-2_KPYM,0.7761,1.0,0.02326,1.0,0.50588,0.0101
HSPB1_ADIPOQ,PERM_AGRIN,TIMP-2_KPYM,KPYM_ADIPOQ,0.7761,1.0,0.02326,1.0,0.50588,0.0101
HSPB1_ADIPOQ,ADIPOQ_KPYM,TIMP-2_AGRIN,KPYM_PERM,0.7761,1.0,0.06977,1.0,0.51807,0.0101
HSPB1_TIMP-2,ADIPOQ_PERM,TIMP-2_ADIPOQ,AGRIN_KPYM,0.7761,1.0,0.04651,1.0,0.5119,0.0101
HSPB1_KPYM,PERM_KPYM,ADIPOQ_KPYM,TIMP-2_PERM,0.7761,1.0,0.11628,1.0,0.53086,0.0101
HSPB1_KPYM,ADIPOQ_KPYM,TIMP-2_PERM,AGRIN_KPYM,0.7761,1.0,0.11628,1.0,0.53086,0.0101
PERM_HSPB1,ADIPOQ_PERM,TIMP-2_KPYM,KPYM_PERM,0.7761,1.0,0.02326,1.0,0.50588,0.0202
PERM_ADIPOQ,ADIPOQ_KPYM,TIMP-2_HSPB1,AGRIN_TIMP-2,0.7761,1.0,0.02326,1.0,0.50588,0.05051
PERM_TIMP-2,ADIPOQ_MMP9,TIMP-2_HSPB1,KPYM_HSPB1,0.7761,1.0,0.04651,1.0,0.5119,0.0303
PERM_AGRIN,ADIPOQ_AGRIN,TIMP-2_KPYM,KPYM_HSPB1,0.7761,1.0,0.02326,1.0,0.50588,0.0202
PERM_KPYM,ADIPOQ_HSPB1,TIMP-2_PERM,AGRIN_KPYM,0.7761,1.0,0.11628,1.0,0.53086,0.0101
ADIPOQ_KPYM,TIMP-2_PERM,AGRIN_HSPB1,KPYM_HSPB1,0.7761,1.0,0.06977,1.0,0.51807,0.0101
HSPB1_TIMP-2,TIMP-2_ADIPOQ,AGRIN_TIMP-2,KPYM_HSPB1,0.77608,1.0,0.02,1.0,0.51,0.0303
ADIPOQ_HSPB1,TIMP-2_ADIPOQ,AGRIN_TIMP-2,KPYM_TIMP-2,0.77608,1.0,0.02,1.0,0.51,0.0101
PERM_AGRIN,ADIPOQ_AGRIN,AGRIN_PERM,KPYM_TIMP-2,0.77598,1.0,0.02041,1.0,0.47253,0.05051
