Biomarker_1,Biomarker_2,Biomarker_3,AUC,Sensitivity,Specificity,NPV,PPV,Best_Threshold
HSPB1,PERM,CLIC1,0.7899,0.96296,0.03636,0.5,0.49524,0.30303
MMP9,AGRIN,HSPB1,0.78425,0.98113,0.02174,0.5,0.53608,0.48485
AGRIN,HSPB1,,0.78009,0.98214,0.01852,0.5,0.50926,0.51515
KPYM,AGRIN,PERM,0.77604,1.0,0.02083,1.0,0.54369,0.30303
KPYM,PERM,TIMP2,0.7755,1.0,0.02174,1.0,0.53608,0.06061
AGRIN,HSPB1,PIGR,0.77452,0.95652,0.02326,0.33333,0.51163,0.47475
AGRIN,PERM,,0.76784,1.0,0.01724,1.0,0.50435,0.32323
KPYM,AGRIN,PIGR,0.76484,0.97872,0.02632,0.5,0.55422,0.47475
MMP9,KPYM,TIMP2,0.75515,1.0,0.02564,1.0,0.57303,0.07071
MMP9,AGRIN,PERM,0.7551,1.0,0.02041,1.0,0.53398,0.34343
KPYM,TIMP2,,0.75443,1.0,0.02174,1.0,0.54545,0.06061
KPYM,HSPB1,TIMP2,0.75409,1.0,0.02273,1.0,0.53763,0.0303
AGRIN,HSPB1,PERM,0.74897,1.0,0.01852,1.0,0.50467,0.38384
MMP9,KPYM,HSPB1,0.73333,0.96078,0.025,0.33333,0.55682,0.51515
HSPB1,PERM,TIMP2,0.7283,1.0,0.03774,1.0,0.49505,0.0303
KPYM,PIGR,TIMP2,0.72727,1.0,0.02778,1.0,0.55696,0.14141
KPYM,HSPB1,,0.72585,0.98148,0.02174,0.5,0.54082,0.50505
KPYM,HSPB1,PERM,0.7153,1.0,0.02174,1.0,0.53608,0.47475
KPYM,HSPB1,PIGR,0.71275,1.0,0.02778,1.0,0.55696,0.50505
KPYM,,,0.70474,1.0,0.0625,1.0,0.56311,0.50505
PERM,TIMP2,,0.70175,1.0,0.01754,1.0,0.49091,0.15152
MMP9,HSPB1,TIMP2,0.69932,1.0,0.02222,1.0,0.52688,0.05051
MMP9,KPYM,,0.69667,0.96364,0.04878,0.5,0.57609,0.51515
KPYM,PIGR,,0.69653,0.97872,0.02632,0.5,0.55422,0.50505
PERM,,,0.68822,0,0,0,0,0.5
PERM,PIGR,TIMP2,0.68775,1.0,0.04348,1.0,0.5,0.14141
MMP9,KPYM,PIGR,0.68402,0.95455,0.06452,0.5,0.59155,0.51515
MMP9,PERM,TIMP2,0.6826,1.0,0.02083,1.0,0.52041,0.21212
HSPB1,TIMP2,,0.68142,1.0,0.01887,1.0,0.5,0.05051
MMP9,HSPB1,,0.67925,0.98113,0.02083,0.5,0.52525,0.50505
KPYM,PERM,,0.6782,1.0,0.02083,1.0,0.54369,0.39394
KPYM,PERM,PIGR,0.67544,1.0,0.02632,1.0,0.54878,0.47475
MMP9,KPYM,PERM,0.67418,1.0,0.02439,1.0,0.56989,0.39394
TIMP2,,,0.6698,1.0,0.01754,1.0,0.5,0.27273
MMP9,HSPB1,PIGR,0.66813,1.0,0.02703,1.0,0.5443,0.44444
MMP9,HSPB1,PERM,0.65931,1.0,0.02083,1.0,0.52041,0.22222
MMP9,PERM,,0.65847,0.98182,0.01961,0.5,0.51923,0.45455
HSPB1,PIGR,TIMP2,0.65836,1.0,0.02381,1.0,0.5119,0.08081
HSPB1,,,0.64828,0.98214,0.03571,0.66667,0.50459,0.50505
MMP9,TIMP2,,0.64741,1.0,0.02083,1.0,0.53,0.30303
PIGR,TIMP2,,0.64178,1.0,0.02174,1.0,0.50549,0.31313
HSPB1,PIGR,,0.63382,0.95652,0.04444,0.5,0.50575,0.50505
HSPB1,PERM,,0.63128,1.0,0.01786,1.0,0.49541,0.24242
HSPB1,PERM,PIGR,0.61919,1.0,0.02222,1.0,0.5,0.28283
MMP9,,,0.60956,0.96491,0.01961,0.33333,0.52381,0.34343
